PARTICLES
3.813 4330.63 30
123.521 4415.46 30
222.327 4525.08 30
250.261 3183.05 30
378.138 3347.15 30
483.032 3539.54 30
571.278 3710.73 30
634.677 3865.14 30
625.602 3872.12 30
762.275 4013.46 30
778.825 4249.21 30
615.339 4466.4 30
679.064 4643.09 30
794.927 4770.03 30
916.645 4856.38 30
1012.53 4963.75 30
1090.03 5097.99 30
1167.53 5232.22 30
201.266 2536.82 30
228.9 2565.51 30
336.082 2666.95 30
394.246 2840.16 30
407.731 2986.21 30
485.231 3120.45 30
562.731 3254.68 30
640.231 3388.91 30
717.731 3523.15 30
795.231 3657.38 30
872.731 3791.61 30
950.231 3925.85 30
1027.73 4060.08 30
1105.23 4194.32 30
1182.73 4328.55 30
1258.69 4430.27 30
1420.2 4458.16 30
1583.84 4633.8 30
1648.74 4838.11 30
1429.2 5111.41 30
1504.97 5266.61 30
1949.15 5140.08 30
1677.88 5428.59 30
1673.98 5630.17 30
1807.52 5795.38 30
1935.71 5888.87 30
112.933 1545.61 30
190.433 1679.84 30
267.933 1814.07 30
447.865 1986.28 30
487.755 2077.74 30
500.433 2216.78 30
577.933 2351.01 30
655.433 2485.24 30
732.933 2619.48 30
810.433 2753.71 30
887.933 2887.95 30
965.433 3022.18 30
1042.93 3156.41 30
1120.43 3290.65 30
1197.93 3424.88 30
1275.43 3559.11 30
1352.93 3693.35 30
1430.43 3827.58 30
1507.93 3961.82 30
1585.43 4096.05 30
1662.93 4230.28 30
1740.43 4364.52 30
1817.93 4498.75 30
1895.43 4632.99 30
1972.93 4767.22 30
2050.43 4901.45 30
2127.93 5035.69 30
2205.43 5169.92 30
2282.93 5304.16 30
2360.43 5438.39 30
2437.93 5572.62 30
2552.59 5653.85 30
2703.86 5772.93 30
2768.08 5975.43 30
438.135 1178.87 30
515.635 1313.11 30
560.814 1443.48 30
572.569 1533.63 30
748.135 1715.81 30
825.635 1850.04 30
903.135 1984.28 30
980.635 2118.51 30
1058.14 2252.74 30
1135.64 2386.98 30
1213.14 2521.21 30
1290.64 2655.45 30
1368.14 2789.68 30
1445.64 2923.91 30
1523.14 3058.15 30
1600.64 3192.38 30
1678.14 3326.61 30
1755.64 3460.85 30
1833.14 3595.08 30
1910.64 3729.32 30
1988.14 3863.55 30
2065.64 3997.78 30
2143.14 4132.02 30
2220.64 4266.25 30
2298.14 4400.49 30
2375.64 4534.72 30
2453.14 4668.95 30
2530.64 4803.19 30
2608.14 4937.42 30
2685.64 5071.66 30
2763.14 5205.89 30
2840.64 5340.12 30
2918.14 5474.36 30
2995.64 5608.59 30
3073.14 5742.82 30
3150.64 5877.06 30
840.836 946.372 30
918.336 1080.61 30
908.725 1200.81 30
1073.34 1349.07 30
1150.84 1483.31 30
1228.34 1617.54 30
1305.84 1751.78 30
1383.34 1886.01 30
1460.84 2020.24 30
1538.34 2154.48 30
1615.84 2288.71 30
1693.34 2422.95 30
1770.84 2557.18 30
1848.34 2691.41 30
1925.84 2825.65 30
2003.34 2959.88 30
2080.84 3094.11 30
2158.34 3228.35 30
2235.84 3362.58 30
2313.34 3496.82 30
2390.84 3631.05 30
2468.34 3765.28 30
2545.84 3899.52 30
2623.34 4033.75 30
2700.84 4167.99 30
2778.34 4302.22 30
2855.84 4436.45 30
2933.34 4570.69 30
3010.84 4704.92 30
3088.34 4839.16 30
3165.84 4973.39 30
3243.34 5107.62 30
3320.84 5241.86 30
3398.34 5376.09 30
3475.84 5510.32 30
3553.34 5644.56 30
3630.84 5778.79 30
3708.34 5913.03 30
1166.04 579.638 30
1243.54 713.872 30
1258.17 865.005 30
1418.73 1005.5 30
1476.04 1116.57 30
1553.54 1250.81 30
1631.04 1385.04 30
1708.54 1519.28 30
1786.04 1653.51 30
1863.54 1787.74 30
1941.04 1921.98 30
2018.54 2056.21 30
2096.04 2190.45 30
2173.54 2324.68 30
2251.04 2458.91 30
2328.54 2593.15 30
2406.04 2727.38 30
2483.54 2861.61 30
2561.04 2995.85 30
2638.54 3130.08 30
2716.04 3264.32 30
2793.54 3398.55 30
2871.04 3532.78 30
2948.54 3667.02 30
3026.04 3801.25 30
3103.54 3935.49 30
3181.04 4069.72 30
3258.54 4203.95 30
3336.04 4338.19 30
3413.54 4472.42 30
3491.04 4606.66 30
3568.54 4740.89 30
3646.04 4875.12 30
3723.54 5009.36 30
3801.04 5143.59 30
3878.54 5277.82 30
3956.04 5412.06 30
4033.54 5546.29 30
4111.04 5680.53 30
4080.75 5741.72 30
4006.91 5924.89 30
1491.24 212.904 30
1568.74 347.138 30
1646.24 481.372 30
1808.6 635.358 30
1801.24 749.839 30
1878.74 884.073 30
1956.24 1018.31 30
2033.74 1152.54 30
2111.24 1286.78 30
2188.74 1421.01 30
2266.24 1555.24 30
2343.74 1689.48 30
2421.24 1823.71 30
2498.74 1957.94 30
2576.24 2092.18 30
2653.74 2226.41 30
2731.24 2360.65 30
2808.74 2494.88 30
2886.24 2629.11 30
2963.74 2763.35 30
3041.24 2897.58 30
3118.74 3031.82 30
3196.24 3166.05 30
3273.74 3300.28 30
3351.24 3434.52 30
3428.74 3568.75 30
3506.24 3702.99 30
3583.74 3837.22 30
3661.24 3971.45 30
3738.74 4105.69 30
3816.24 4239.92 30
3893.74 4374.16 30
3971.24 4508.39 30
4048.74 4642.62 30
4126.24 4776.86 30
4203.74 4911.09 30
4281.24 5045.32 30
4358.74 5179.56 30
4436.24 5313.79 30
4416.47 5456.6 30
4410.74 5532.04 30
4792.7 5786.74 30
4811.08 5844.93 30
4823.74 5984.96 30
1971.44 114.638 30
2150.4 297.821 30
2157.72 392.126 30
2203.94 517.339 30
2281.44 651.573 30
2358.94 785.807 30
2436.44 920.041 30
2513.94 1054.28 30
2591.44 1188.51 30
2668.94 1322.74 30
2746.44 1456.98 30
2823.94 1591.21 30
2901.44 1725.44 30
2978.94 1859.68 30
3056.44 1993.91 30
3133.94 2128.15 30
3211.44 2262.38 30
3288.94 2396.61 30
3366.44 2530.85 30
3443.94 2665.08 30
3521.44 2799.32 30
3598.94 2933.55 30
3676.44 3067.78 30
3753.94 3202.02 30
3831.44 3336.25 30
3908.94 3470.49 30
3986.44 3604.72 30
4063.94 3738.95 30
4141.44 3873.19 30
4218.94 4007.42 30
4296.44 4141.66 30
4373.94 4275.89 30
4451.44 4410.12 30
4528.94 4544.36 30
4606.44 4678.59 30
4683.94 4812.82 30
4761.44 4947.06 30
4785.18 4939.66 30
5167.58 5199.17 30
5155.23 5352.95 30
5101.99 5495.23 30
5148.94 5618.23 30
2516.7 13.896 30
2529.14 150.605 30
2606.64 284.839 30
2684.14 419.073 30
2761.64 553.307 30
2839.14 687.541 30
2916.64 821.775 30
2994.14 956.009 30
3071.64 1090.24 30
3149.14 1224.48 30
3226.64 1358.71 30
3304.14 1492.94 30
3381.64 1627.18 30
3459.14 1761.41 30
3536.64 1895.65 30
3614.14 2029.88 30
3691.64 2164.11 30
3769.14 2298.35 30
3846.64 2432.58 30
3924.14 2566.82 30
4001.64 2701.05 30
4079.14 2835.28 30
4156.64 2969.52 30
4234.14 3103.75 30
4311.64 3237.99 30
4389.14 3372.22 30
4466.64 3506.45 30
4544.14 3640.69 30
4621.64 3774.92 30
4699.14 3909.16 30
4776.64 4043.39 30
4854.14 4177.62 30
4931.64 4311.86 30
5009.14 4446.09 30
5022.42 4570.47 30
5070.23 4730.36 30
5271.25 4835.26 30
5319.14 4983.03 30
5396.64 5117.26 30
3009.35 52.339 30
3086.85 186.573 30
3164.35 320.807 30
3241.85 455.041 30
3319.35 589.275 30
3396.85 723.509 30
3474.35 857.743 30
3551.85 991.977 30
3629.35 1126.21 30
3706.85 1260.44 30
3784.35 1394.68 30
3861.85 1528.91 30
3939.35 1663.15 30
4016.85 1797.38 30
4094.35 1931.62 30
4171.85 2065.85 30
4249.35 2200.08 30
4326.85 2334.32 30
4404.35 2468.55 30
4481.85 2602.78 30
4559.35 2737.02 30
4636.85 2871.25 30
4714.35 3005.49 30
4791.85 3139.72 30
4869.35 3273.95 30
4946.85 3408.19 30
5024.35 3542.42 30
5101.85 3676.66 30
5179.35 3810.89 30
5256.85 3945.12 30
5334.35 4079.36 30
5399.4 4149.9 30
5629.19 4355.15 30
5664.17 4480.38 30
5644.35 4616.29 30
3567.05 88.307 30
3644.55 222.541 30
3722.05 356.775 30
3799.55 491.009 30
3877.05 625.243 30
3954.55 759.477 30
4032.05 893.711 30
4109.55 1027.94 30
4187.05 1162.18 30
4264.55 1296.41 30
4342.05 1430.65 30
4419.55 1564.88 30
4497.05 1699.12 30
4574.55 1833.35 30
4652.05 1967.58 30
4729.55 2101.82 30
4807.05 2236.05 30
4884.55 2370.28 30
4962.05 2504.52 30
5039.55 2638.75 30
5117.05 2772.99 30
5194.55 2907.22 30
5272.05 3041.45 30
5349.55 3175.69 30
5427.05 3309.92 30
5504.55 3444.16 30
5582.05 3578.39 30
5659.55 3712.62 30
5737.05 3846.86 30
5929.42 4024.07 30
5924.05 4121.27 30
5969.55 4249.56 30
4124.75 124.275 30
4202.25 258.509 30
4279.75 392.743 30
4357.25 526.977 30
4434.75 661.211 30
4512.25 795.445 30
4589.75 929.679 30
4667.25 1063.91 30
4744.75 1198.15 30
4822.25 1332.38 30
4899.75 1466.62 30
4977.25 1600.85 30
5054.75 1735.08 30
5132.25 1869.32 30
5209.75 2003.55 30
5287.25 2137.78 30
5364.75 2272.02 30
5442.25 2406.25 30
5463.06 2508.85 30
5409.56 2621.23 30
5415.81 2827.51 30
5519.36 3057.43 30
5674.15 3233.22 30
5763.98 3264.09 30
4604.95 26.009 30
4682.45 160.243 30
4759.95 294.477 30
4837.45 428.711 30
4914.95 562.945 30
4992.45 697.179 30
5041.06 846.406 30
5083.49 974.081 30
5098.2 1125.58 30
5150.22 1290.71 30
5159.03 1421.84 30
5207.89 1574.31 30
5332.91 1799.56 30
5520.82 1937.12 30
5882.55 1824.75 30
5954.28 1987.05 30
5629.69 2261.01 30
5966.46 2221.09 30
